0,1,2,3
Alzheimer's disease ,Male,1960,0.0
Alzheimer's disease ,Male,1970,0.0
Alzheimer's disease ,Male,1980,0.0
Alzheimer's disease ,Male,1981,0.0
Alzheimer's disease ,Male,1982,0.0
Alzheimer's disease ,Male,1983,0.0
Alzheimer's disease ,Male,1984,0.0
Alzheimer's disease ,Male,1985,0.0
Alzheimer's disease ,Male,1986,0.0
Alzheimer's disease ,Male,1987,0.0
Alzheimer's disease ,Male,1988,0.0
Alzheimer's disease ,Male,1989,0.0
Alzheimer's disease ,Male,1990,0.0
Alzheimer's disease ,Male,1991,0.0
Alzheimer's disease ,Male,1992,0.0
Alzheimer's disease ,Male,1993,0.0
Alzheimer's disease ,Male,1994,0.0
Alzheimer's disease ,Male,1995,0.0
Alzheimer's disease ,Male,1996,0.0
Alzheimer's disease ,Male,1997,0.0
Alzheimer's disease ,Male,1998,0.0
Alzheimer's disease ,Male,1999,14.4
Alzheimer's disease ,Male,2000,15.2
Alzheimer's disease ,Male,2001,16.3
Alzheimer's disease ,Male,2002,17.3
Alzheimer's disease ,Male,2003,18.2
Alzheimer's disease ,Male,2004,18.5
Alzheimer's disease ,Male,2005,19.5
Alzheimer's disease ,Male,2006,19.4
Alzheimer's disease ,Male,2007,19.5
Alzheimer's disease ,Male,2008,21.3
Alzheimer's disease ,Male,2009,20.2
Alzheimer's disease ,Male,2010,21.0
Alzheimer's disease ,Male,2011,20.4
Alzheimer's disease ,Male,2012,19.8
Alzheimer's disease ,Male,2013,19.3
Alzheimer's disease ,Male,2014,20.6
Alzheimer's disease ,Male,2015,23.7
Alzheimer's disease ,Male,2016,24.3
Human immunodeficiency virus (HIV) disease,Male,1950,0.0
Human immunodeficiency virus (HIV) disease,Male,1960,0.0
Human immunodeficiency virus (HIV) disease,Male,1970,0.0
Human immunodeficiency virus (HIV) disease,Male,1980,0.0
Human immunodeficiency virus (HIV) disease,Male,1981,0.0
Human immunodeficiency virus (HIV) disease,Male,1982,0.0
Human immunodeficiency virus (HIV) disease,Male,1983,0.0
Human immunodeficiency virus (HIV) disease,Male,1984,0.0
Human immunodeficiency virus (HIV) disease,Male,1985,0.0
Human immunodeficiency virus (HIV) disease,Male,1986,0.0
Human immunodeficiency virus (HIV) disease,Male,1987,0.0
Human immunodeficiency virus (HIV) disease,Male,1988,0.0
Human immunodeficiency virus (HIV) disease,Male,1989,0.0
Human immunodeficiency virus (HIV) disease,Male,1990,0.0
Human immunodeficiency virus (HIV) disease,Male,1991,0.0
Human immunodeficiency virus (HIV) disease,Male,1992,0.0
Human immunodeficiency virus (HIV) disease,Male,1993,0.0
Human immunodeficiency virus (HIV) disease,Male,1994,0.0
Human immunodeficiency virus (HIV) disease,Male,1995,0.0
Human immunodeficiency virus (HIV) disease,Male,1996,0.0
Human immunodeficiency virus (HIV) disease,Male,1997,0.0
Human immunodeficiency virus (HIV) disease,Male,1998,0.0
Human immunodeficiency virus (HIV) disease,Male,1999,8.2
Human immunodeficiency virus (HIV) disease,Male,2000,7.9
Human immunodeficiency virus (HIV) disease,Male,2001,7.6
Human immunodeficiency virus (HIV) disease,Male,2002,7.4
Human immunodeficiency virus (HIV) disease,Male,2003,7.1
Human immunodeficiency virus (HIV) disease,Male,2004,6.6
Human immunodeficiency virus (HIV) disease,Male,2005,6.3
Human immunodeficiency virus (HIV) disease,Male,2006,5.9
Human immunodeficiency virus (HIV) disease,Male,2007,5.4
Human immunodeficiency virus (HIV) disease,Male,2008,4.8
Human immunodeficiency virus (HIV) disease,Male,2009,4.4
Human immunodeficiency virus (HIV) disease,Male,2010,3.8
Human immunodeficiency virus (HIV) disease,Male,2011,3.4
Human immunodeficiency virus (HIV) disease,Male,2012,3.2
Human immunodeficiency virus (HIV) disease,Male,2013,3.1
Human immunodeficiency virus (HIV) disease,Male,2014,3.0
Human immunodeficiency virus (HIV) disease,Male,2015,2.8
Human immunodeficiency virus (HIV) disease,Male,2016,2.7
Unintentional injuries,Male,1950,0.0
Unintentional injuries,Male,1960,0.0
Unintentional injuries,Male,1970,0.0
Unintentional injuries,Male,1980,0.0
Unintentional injuries,Male,1981,0.0
Unintentional injuries,Male,1982,0.0
Unintentional injuries,Male,1983,0.0
Unintentional injuries,Male,1984,0.0
Unintentional injuries,Male,1985,0.0
Unintentional injuries,Male,1986,0.0
Unintentional injuries,Male,1987,0.0
Unintentional injuries,Male,1988,0.0
Unintentional injuries,Male,1989,0.0
Unintentional injuries,Male,1990,0.0
Unintentional injuries,Male,1991,0.0
Unintentional injuries,Male,1992,0.0
Unintentional injuries,Male,1993,0.0
Unintentional injuries,Male,1994,0.0
Unintentional injuries,Male,1995,0.0
Unintentional injuries,Male,1996,0.0
Unintentional injuries,Male,1997,0.0
Unintentional injuries,Male,1998,0.0
Unintentional injuries,Male,1999,49.8
Unintentional injuries,Male,2000,49.3
Unintentional injuries,Male,2001,50.3
Unintentional injuries,Male,2002,52.0
Unintentional injuries,Male,2003,52.4
Unintentional injuries,Male,2004,52.7
Unintentional injuries,Male,2005,55.0
Unintentional injuries,Male,2006,56.0
Unintentional injuries,Male,2007,55.9
Unintentional injuries,Male,2008,54.3
Unintentional injuries,Male,2009,51.4
Unintentional injuries,Male,2010,51.5
Unintentional injuries,Male,2011,52.8
Unintentional injuries,Male,2012,52.6
Unintentional injuries,Male,2013,53.1
Unintentional injuries,Male,2014,54.6
Unintentional injuries,Male,2015,58.7
Unintentional injuries,Male,2016,65.0
Motor vehicle-related injuries,Male,1950,0.0
Motor vehicle-related injuries,Male,1960,0.0
Motor vehicle-related injuries,Male,1970,0.0
Motor vehicle-related injuries,Male,1980,0.0
Motor vehicle-related injuries,Male,1981,0.0
Motor vehicle-related injuries,Male,1982,0.0
Motor vehicle-related injuries,Male,1983,0.0
Motor vehicle-related injuries,Male,1984,0.0
Motor vehicle-related injuries,Male,1985,0.0
Motor vehicle-related injuries,Male,1986,0.0
Motor vehicle-related injuries,Male,1987,0.0
Motor vehicle-related injuries,Male,1988,0.0
Motor vehicle-related injuries,Male,1989,0.0
Motor vehicle-related injuries,Male,1990,0.0
Motor vehicle-related injuries,Male,1991,0.0
Motor vehicle-related injuries,Male,1992,0.0
Motor vehicle-related injuries,Male,1993,0.0
Motor vehicle-related injuries,Male,1994,0.0
Motor vehicle-related injuries,Male,1995,0.0
Motor vehicle-related injuries,Male,1996,0.0
Motor vehicle-related injuries,Male,1997,0.0
Motor vehicle-related injuries,Male,1998,0.0
Motor vehicle-related injuries,Male,1999,21.3
Motor vehicle-related injuries,Male,2000,21.7
Motor vehicle-related injuries,Male,2001,21.8
Motor vehicle-related injuries,Male,2002,22.2
Motor vehicle-related injuries,Male,2003,21.7
Motor vehicle-related injuries,Male,2004,21.6
Motor vehicle-related injuries,Male,2005,21.9
Motor vehicle-related injuries,Male,2006,21.5
Motor vehicle-related injuries,Male,2007,21.0
Motor vehicle-related injuries,Male,2008,18.9
Motor vehicle-related injuries,Male,2009,16.8
Motor vehicle-related injuries,Male,2010,16.2
Motor vehicle-related injuries,Male,2011,16.1
Motor vehicle-related injuries,Male,2012,16.5
Motor vehicle-related injuries,Male,2013,15.9
Motor vehicle-related injuries,Male,2014,15.8
Motor vehicle-related injuries,Male,2015,16.7
Motor vehicle-related injuries,Male,2016,17.6
Drug overdose,Male,1950,0.0
Drug overdose,Male,1960,0.0
Drug overdose,Male,1970,0.0
Drug overdose,Male,1980,0.0
Drug overdose,Male,1981,0.0
Drug overdose,Male,1982,0.0
Drug overdose,Male,1983,0.0
Drug overdose,Male,1984,0.0
Drug overdose,Male,1985,0.0
Drug overdose,Male,1986,0.0
Drug overdose,Male,1987,0.0
Drug overdose,Male,1988,0.0
Drug overdose,Male,1989,0.0
Drug overdose,Male,1990,0.0
Drug overdose,Male,1991,0.0
Drug overdose,Male,1992,0.0
Drug overdose,Male,1993,0.0
Drug overdose,Male,1994,0.0
Drug overdose,Male,1995,0.0
Drug overdose,Male,1996,0.0
Drug overdose,Male,1997,0.0
Drug overdose,Male,1998,0.0
Drug overdose,Male,1999,6.4
Drug overdose,Male,2000,6.6
Drug overdose,Male,2001,7.0
Drug overdose,Male,2002,8.5
Drug overdose,Male,2003,9.2
Drug overdose,Male,2004,9.6
Drug overdose,Male,2005,10.8
Drug overdose,Male,2006,12.6
Drug overdose,Male,2007,13.1
Drug overdose,Male,2008,13.6
Drug overdose,Male,2009,13.5
Drug overdose,Male,2010,13.8
Drug overdose,Male,2011,15.1
Drug overdose,Male,2012,15.0
Drug overdose,Male,2013,16.0
Drug overdose,Male,2014,17.3
Drug overdose,Male,2015,19.8
Drug overdose,Male,2016,25.1
"Nephritis, nephrotic syndrome and nephrosis ",Male,1950,0.0
"Nephritis, nephrotic syndrome and nephrosis ",Male,1960,0.0
"Nephritis, nephrotic syndrome and nephrosis ",Male,1970,0.0
"Nephritis, nephrotic syndrome and nephrosis ",Male,1980,0.0
